Phrase,Positive,Negative,Strong,Power,Sentiment
crossroad,0,0,0,0,2
crouch,0,0,0,0,2
crouch,0,0,0,0,2
crowd,0,0,1,0,2
crowd,0,0,0,0,2
crowd,0,0,1,0,2
crown,0,0,0,1,2
crown,0,0,0,1,2
crucial,0,0,0,0,2
crucifix,0,0,0,0,2
crude,0,1,0,0,1
cruel,0,1,0,0,1
cruelty,0,1,0,0,1
crumble,0,1,0,0,1
crumple,0,1,0,0,1
crusade,1,0,0,0,3
crusader,1,0,0,0,3
crush,0,1,1,0,0
crush,0,1,1,0,0
crushing,0,1,1,1,0
crutch,0,0,0,0,2
cry,0,0,0,0,2
cry,0,0,0,0,2
cuba,0,0,0,0,2
cuban,0,0,0,0,2
cubic,0,0,0,0,2
cubism,0,0,0,0,2
cuddle,1,0,0,0,3
culminate,1,0,0,0,3
culmination,1,0,0,0,3
culpable,0,1,0,0,1
culprit,0,1,0,0,1
cult,0,0,0,0,2
cultivate,1,0,0,0,3
cultivate,1,0,0,0,3
cultivation,1,0,0,0,3
cultural,0,0,0,0,2
culture,0,0,0,0,2
culture,1,0,0,0,3
cumbersome,0,1,1,0,0
cumulative,0,0,1,0,2
cup,0,0,0,0,2
cupid,1,0,0,0,3
curb,0,0,0,0,2
curb,0,0,1,1,2
cure,1,0,0,0,3
cure,1,0,0,1,4
curiosity,0,0,0,0,2
curious,0,0,0,0,2
curl,0,0,0,0,2
curl,0,0,0,0,2
currency,0,0,0,0,2
current,0,0,0,0,2
current,0,0,0,0,2
current,0,0,0,0,2
curse,0,1,0,0,1
curse,0,1,0,0,1
cursory,0,1,0,0,1
curt,0,1,0,0,1
curtail,0,1,0,0,1
curtain,0,0,0,0,2
curtsey,1,0,0,0,3
curve,0,0,0,0,2
custom,0,0,0,0,2
custom,0,0,0,0,2
customary,0,0,0,0,2
customer,0,0,0,0,2
cut,0,1,1,0,0
cut,0,1,1,0,0
cut,0,0,0,0,2
cute,1,0,0,0,3
cycle,0,0,0,0,2
cylinder,0,0,0,0,2
cynical,0,1,0,0,1
cynicism,0,1,0,0,1
cyprus,0,0,0,0,2
czech,0,0,0,0,2
czechoslovakia,0,0,0,0,2
dad,0,0,0,0,2
daddy,0,0,0,0,2
dagger,0,0,0,0,2
dahomey,0,0,0,0,2
daily,0,0,0,0,2
dairy,0,0,0,0,2
dakota,0,0,0,0,2
damage,0,1,1,0,0
damage,0,1,1,0,0
damn,0,1,0,0,1
damnable,0,1,0,0,1
damned,0,1,0,0,1
damp,0,0,0,0,2
dance,1,0,0,0,3
dance,1,0,0,0,3
dance,1,0,0,0,3
dancer,0,0,0,0,2
danger,0,1,0,0,1
dangerous,0,1,0,0,1
danish,0,0,0,0,2
dare,1,0,0,0,3
daring,1,0,1,0,4
dark,0,1,0,0,1
darken,0,1,0,0,1
darkness,0,1,0,0,1
darling,1,0,0,0,3
darn,0,1,0,0,1
dash,0,0,0,0,2
data,0,0,0,0,2
date,0,0,0,0,2
date,0,0,0,0,2
date,0,0,0,0,2
date,0,0,0,0,2
daughter,0,0,0,0,2
daunting,0,1,0,0,1
dauntless,1,0,1,1,4
dawdle,0,1,0,0,1
dawn,0,0,0,0,2
dawn,1,0,0,0,3
dawn,0,0,0,0,2
day,0,0,0,0,2
daylight,0,0,0,0,2
daytime,0,0,0,0,2
daze,0,1,0,0,1
dazzle,1,0,1,0,4
dead,0,1,0,0,1
deadlock,0,1,0,0,1
deadly,0,1,1,0,0
deadweight,0,1,0,0,1
deaf,0,1,0,0,1
deafness,0,1,0,0,1
deal,1,0,0,0,3
deal,0,0,0,0,2
deal,0,0,0,0,2
deal,0,0,0,0,2
deal,0,0,0,0,2
deal,0,1,0,0,1
dealer,0,0,0,0,2
dealt,0,0,0,0,2
dean,0,0,1,1,2
dear,1,0,0,0,3
dear,1,0,0,0,3
dearth,0,1,0,0,1
death,0,1,0,0,1
debatable,0,1,0,0,1
debate,0,0,0,0,2
debate,0,0,0,0,2
debt,0,0,0,0,2
debtor,0,1,0,0,1
debut,0,0,0,0,2
decade,0,0,0,0,2
decadence,0,1,0,0,1
decadent,0,1,0,0,1
decay,0,1,0,0,1
decay,0,1,0,0,1
decease,0,1,0,0,1
deceit,0,1,0,0,1
deceitful,0,1,0,0,1
deceive,0,1,0,0,1
deceive,0,1,0,0,1
december,0,0,0,0,2
decency,1,0,0,0,3
decent,1,0,0,0,3
decentralize,0,0,0,0,2
deception,0,1,0,0,1
deceptive,0,1,0,0,1
decide,0,0,1,0,2
decide,0,0,1,0,2
decide,0,0,1,0,2
decimal,0,0,0,0,2
decipher,1,0,0,0,3
decision,0,0,1,0,2
decisive,0,0,1,1,2
deck,0,0,0,0,2
declaration,0,0,1,0,2
declare,0,0,1,0,2
decline,0,1,0,0,1
decline,0,1,0,0,1
decompose,0,1,0,0,1
decorate,1,0,0,0,3
decoration,1,0,0,0,3
decorative,1,0,0,0,3
decrease,0,1,0,0,1
decrease,0,1,0,0,1
decree,0,0,0,0,2
dedicate,1,0,1,0,4
dedicate,1,0,1,0,4
dedication,1,0,1,0,4
deduce,1,0,0,0,3
deduct,0,0,0,0,2
deem,0,0,0,0,2
deep,0,0,1,0,2
deep,0,0,1,0,2
deep,0,0,1,0,2
deep,0,0,1,0,2
deepen,0,0,1,0,2
deer,0,0,0,0,2
defame,0,1,0,0,1
default,0,1,0,0,1
defeat,0,1,0,0,1
defeat,0,1,1,0,0
defecate,0,0,0,0,2
defect,0,1,0,0,1
defective,0,1,0,0,1
defence,0,0,0,0,2
defend,1,0,1,0,4
defendant,0,1,0,0,1
defender,1,0,1,0,4
defense,1,0,1,0,4
defensecommunity,0,0,0,0,2
defensive,0,1,0,0,1
defer,0,0,0,0,2
deference,1,0,0,0,3
defiance,0,1,1,0,0
defiant,0,1,1,0,0
deficiency,0,1,0,0,1
deficient,0,1,0,0,1
deficit,0,1,0,0,1
defile,0,1,0,0,1
define,0,0,0,0,2
definite,0,0,1,0,2
definitely,0,0,0,0,2
definition,0,0,0,0,2
definitive,1,0,1,0,4
defray,0,0,0,0,2
defy,0,1,1,0,0
degenerate,0,1,0,0,1
degrade,0,1,0,0,1
degree,0,0,0,0,2
degree,0,0,0,0,2
degree,0,0,0,0,2
deject,0,0,0,0,2
dejected,0,1,0,0,1
delay,0,1,0,0,1
delay,0,1,0,0,1
delegate,0,0,0,1,2
delegation,0,0,0,1,2
deleware,0,0,0,0,2
deliberate,0,0,1,0,2
deliberate,0,0,1,0,2
deliberation,0,0,0,0,2
delicacy,1,0,0,0,3
delicate,1,0,0,0,3
delight,1,0,0,0,3
delight,1,0,0,0,3
delightful,1,0,0,0,3
delinquency,0,1,0,0,1
delinquent,0,1,0,0,1
delirium,0,1,0,0,1
deliver,0,0,1,0,2
delivery,0,0,1,0,2
delude,0,0,0,0,2
delude,0,0,0,0,2
deluge,0,1,1,1,0
delusion,0,1,0,0,1
demand,0,0,1,1,2
demand,0,0,1,1,2
demand,0,0,1,0,2
demand,0,0,1,0,2
demean,0,1,0,1,0
demise,0,1,0,0,1
demo,0,0,0,0,2
demobilization,0,0,0,0,2
demobilize,0,0,0,0,2
democracy,0,0,0,0,2
democrat,0,0,0,0,2
democratic,0,0,0,0,2
democratic,0,0,0,0,2
democratization,0,0,0,0,2
demolish,0,1,1,0,0
demon,0,1,0,0,1
demonstrate,0,0,1,0,2
demonstration,0,0,1,0,2
demonstration,0,0,1,0,2
demoralise,0,0,0,0,2
demoralize,0,1,1,0,0
denial,0,1,0,0,1
denmark,0,0,0,0,2
denominational,0,0,0,0,2
denote,0,0,0,0,2
denounce,0,1,0,1,0
dense,0,0,1,0,2
density,0,0,1,0,2
dent,0,1,0,0,1
dentist,0,0,0,0,2
denunciation,0,0,0,0,2
deny,0,1,0,0,1
depart,0,0,0,0,2
department,0,0,0,0,2
department,0,0,0,0,2
departure,0,0,0,0,2
depend,0,0,0,0,2
depend,0,0,0,0,2
dependability,1,0,1,0,4
dependable,1,0,1,0,4
dependence,0,0,0,0,2
dependency,0,0,0,0,2
dependent,0,1,0,0,1
depict,0,0,0,0,2
deplete,0,1,0,0,1
deplorable,0,1,0,0,1
deplore,0,1,0,0,1
deploy,0,0,1,1,2
depose,0,1,0,1,0
deposition,0,0,0,0,2
depraved,0,1,0,0,1
depreciate,0,1,0,0,1
depreciation,0,1,0,0,1
depress,0,1,0,0,1
depress,0,1,0,0,1
depress,0,1,0,0,1
depression,0,1,0,0,1
depression,0,1,0,0,1
deprivation,0,0,0,0,2
deprive,0,1,1,1,0
depth,0,0,1,0,2
deputy,0,0,0,0,2
derby,0,0,0,0,2
deride,0,1,0,0,1
derision,0,1,0,0,1
derisive,0,1,0,0,1
derive,0,0,0,0,2
derogatory,0,1,0,1,0
descend,0,0,0,0,2
descendant,0,0,0,0,2
describe,0,0,0,0,2
description,0,0,0,0,2
descriptive,0,0,0,0,2
descry,1,0,0,0,3
desegregation,0,0,0,0,2
desert,0,0,0,0,2
desert,0,1,0,0,1
desert,0,0,0,0,2
desert,0,1,0,0,1
desertion,0,1,0,0,1
deserve,1,0,0,0,3
deservedly,1,0,1,0,4
design,0,0,0,0,2
design,0,0,0,0,2
designate,0,0,0,0,2
designate,0,0,1,1,2
designer,0,0,0,0,2
desirable,1,0,0,0,3
desire,0,0,0,0,2
desire,0,0,0,0,2
desire,0,1,0,0,1
desirous,1,0,0,0,3
desk,0,0,0,0,2
desolate,0,1,0,0,1
desolation,0,1,0,1,0
despair,0,1,0,0,1
despair,0,1,0,0,1
desperate,0,1,0,0,1
desperation,0,1,0,0,1
despicable,0,1,0,0,1
despise,0,1,1,0,0
despise,0,1,1,0,0
despite,0,0,0,0,2
despondent,0,0,0,0,2
despot,0,0,0,0,2
despotism,0,0,0,0,2
dessert,0,0,0,0,2
destination,0,0,0,0,2
destine,0,0,0,0,2
destiny,0,0,1,0,2
destitute,0,1,0,0,1
destroy,0,1,1,0,0
destroyer,0,0,0,0,2
destruct,0,0,0,0,2
destruction,0,1,0,1,0
destructive,0,1,1,0,0
detach,0,0,0,0,2
detachment,0,1,0,0,1
detail,0,0,0,0,2
detain,0,1,0,1,0
detect,0,0,0,0,2
detect,0,0,0,0,2
detection,0,0,0,0,2
detective,0,0,0,0,2
deter,0,1,1,1,0
determination,0,0,1,1,2
determine,0,0,1,0,2
determine,0,0,1,1,2
determine,0,0,1,1,2
deterministic,0,0,0,0,2
deterred,0,0,0,0,2
deterrent,0,1,1,0,0
detest,0,1,0,0,1
detestable,0,1,0,0,1
detract,0,1,0,0,1
detrimental,0,1,1,0,0
devastate,0,1,1,0,0
devastation,0,1,0,0,1
develop,0,0,1,0,2
development,0,0,1,0,2
deviant,0,0,0,0,2
deviate,0,1,0,0,1
deviation,0,1,0,0,1
device,0,0,0,0,2
devil,0,1,0,0,1
devilish,0,1,0,0,1
devious,0,1,0,0,1
devise,0,0,0,0,2
devoid,0,1,0,0,1
devolve,0,0,0,0,2
devote,1,0,0,0,3
devote,1,0,0,0,3
devotion,1,0,0,0,3
devout,1,0,1,0,4
dexterity,1,0,1,0,4
diabolic,0,1,0,0,1
diabolical,0,1,0,0,1
diagnosis,0,0,0,0,2
dialect,0,0,0,0,2
dialogue,0,0,0,0,2
diameter,0,0,0,0,2
dice,0,0,0,0,2
dictate,0,1,0,1,0
dictator,0,0,1,1,2
dictatorial,0,1,0,1,0
dictatorship,0,0,1,0,2
diction,0,0,0,0,2
dictionary,0,0,0,0,2
did,0,0,0,0,2
die,0,0,0,0,2
diet,0,0,0,0,2
diet,0,0,0,0,2
differ,0,1,0,0,1
difference,0,0,0,0,2
different,0,0,0,0,2
different,0,0,0,0,2
differential,0,0,0,0,2
differentiate,0,0,0,0,2
difficult,0,1,0,0,1
difficulty,0,1,0,0,1
dig,1,0,0,0,3
dig,0,0,0,0,2
digital,0,0,0,0,2
dignified,1,0,1,1,4
dignify,1,0,0,0,3
dignity,1,0,1,0,4
dilemma,0,1,0,0,1
diligence,0,0,0,0,2
diligent,1,0,1,0,4
dim,0,1,0,0,1
dim,0,1,0,0,1
dimension,0,0,0,0,2
diminish,0,0,0,0,2
din,0,1,1,0,0
ding,0,0,0,0,2
dinner,0,0,0,0,2
dip,0,0,0,0,2
diplomacy,0,0,0,1,2
diplomatic,0,0,0,1,2
dipper,0,0,0,0,2
dire,0,1,0,0,1
direct,0,0,1,1,2
direct,0,0,1,0,2
direct,0,0,1,0,2
direction,0,0,0,0,2
direction,0,0,0,1,2
director,0,0,1,1,2
dirt,0,1,0,0,1
dirty,0,1,0,0,1
disability,0,0,0,0,2
disable,0,1,0,0,1
disadvantage,0,1,0,0,1
disadvantageous,0,1,0,0,1
disagree,0,0,0,0,2
disagreeable,0,1,0,0,1
disagreement,0,1,0,0,1
disappear,0,0,0,0,2
disappearance,0,0,0,0,2
disappoint,0,1,0,0,1
disappoint,0,1,0,0,1
disappoint,0,1,0,0,1
disappoint,0,1,0,0,1
disappointment,0,1,0,0,1
disapproval,0,1,0,0,1
disapprove,0,1,0,0,1
disarm,0,1,0,0,1
disarmament,0,0,0,0,2
disaster,0,1,0,0,1
disastrous,0,1,0,0,1
disavow,0,1,0,0,1
disavowal,0,1,0,0,1
disbelief,0,1,0,0,1
disc,0,0,0,0,2
discard,0,0,0,0,2
discard,0,0,0,0,2
discern,1,0,0,0,3
discernible,0,0,0,0,2
discharge,0,1,1,1,0
discharge,0,1,1,1,0
disciple,0,0,0,0,2
discipline,0,0,1,0,2
discipline,0,0,1,1,2
discipline,0,0,0,0,2
disclaim,0,1,0,0,1
disclose,0,0,0,0,2
disclose,0,0,0,0,2
disclosure,0,0,0,0,2
discomfort,0,1,0,0,1
disconcerted,0,1,0,0,1
discontent,0,1,0,0,1
discontinue,0,0,0,0,2
discontinue,0,0,0,0,2
discord,0,1,0,0,1
discordant,0,1,0,0,1
discount,0,0,0,0,2
discount,0,0,0,0,2
discourage,0,1,0,0,1
discourage,0,1,0,0,1
discouragement,0,1,0,0,1
discourse,0,0,0,0,2
discover,0,0,0,0,2
discovery,0,0,0,0,2
discredit,0,1,0,0,1
discreet,1,0,0,0,3
discrepancy,0,0,0,0,2
discrepant,0,1,0,0,1
discretion,1,0,0,0,3
discriminate,0,1,0,0,1
discrimination,0,0,0,0,2
discriminatory,0,0,0,0,2
discuss,1,0,0,0,3
discussion,0,0,0,0,2
disdain,0,1,0,1,0
disease,0,1,0,0,1
diseased,0,1,0,0,1
disgrace,0,1,0,0,1
disguise,0,1,0,0,1
disgust,0,1,0,0,1
disgust,0,1,0,0,1
disgust,0,1,0,0,1
disgust,0,1,0,0,1
disgust,0,1,0,0,1
dish,0,0,0,0,2
dish,0,0,0,0,2
dishearten,0,1,0,0,1
dishonest,0,1,0,0,1
dishonor,0,1,0,0,1
disillusion,0,0,0,0,2
disingenuous,0,1,0,0,1
disinterest,0,1,0,0,1
dislike,0,1,0,0,1
dislike,0,1,0,0,1
dismal,0,1,0,0,1
dismay,0,0,0,0,2
dismiss,0,1,0,0,1
dismiss,0,1,0,1,0
disobedience,0,1,0,0,1
disobedient,0,1,0,0,1
disorder,0,1,0,0,1
disorganized,0,1,0,0,1
dispel,0,1,0,1,0
dispensability,0,1,0,0,1
dispense,0,1,0,1,0
disperse,0,0,0,0,2
displace,0,1,0,1,0
displacement,0,0,1,0,2
display,0,0,0,0,2
display,0,0,0,0,2
displease,0,1,0,0,1
displeasure,0,1,0,0,1
disposal,0,1,0,0,1
dispose,0,1,1,0,0
dispose,0,1,1,0,0
disposition,0,0,0,0,2
disproportionate,0,1,0,0,1
disprove,0,1,0,0,1
disputable,0,1,0,0,1
dispute,0,1,0,0,1
dispute,0,1,0,0,1
disregard,0,1,0,0,1
disrupt,0,1,0,0,1
disruption,0,1,0,0,1
disruptive,0,0,0,0,2
dissatisfaction,0,1,0,0,1
dissatisfied,0,1,0,0,1
dissatisfy,0,1,0,0,1
dissemination,0,0,0,0,2
dissension,0,0,0,0,2
dissent,0,1,0,0,1
dissention,0,1,0,0,1
dissimilar,0,0,0,0,2
dissolution,0,1,0,0,1
dissolve,0,0,1,0,2
dissolve,0,0,1,0,2
distance,0,0,0,0,2
distant,0,0,0,0,2
distinct,1,0,0,0,3
distinction,1,0,0,0,3
distinctive,1,0,0,0,3
distingiush,0,0,0,0,2
distingiush,0,0,0,0,2
distinguish,1,0,0,1,4
distinguish,1,0,0,0,3
distinguished,1,0,1,1,4
distort,0,1,0,0,1
distortion,0,1,0,0,1
distract,0,1,0,0,1
distracting,0,1,0,0,1
distraction,0,1,0,0,1
distress,0,1,0,0,1
distress,0,1,0,0,1
distribute,0,0,0,0,2
distribution,0,0,0,0,2
distributor,0,0,0,0,2
district,0,0,0,0,2
distrust,0,0,0,0,2
distrustful,0,1,0,0,1
disturb,0,1,0,0,1
disturb,0,1,0,0,1
disturb,0,1,0,0,1
disturbance,0,1,0,0,1
disunion,0,0,0,0,2
disunity,0,0,0,0,2
ditch,0,0,0,0,2
ditch,0,0,0,0,2
diurnal,0,0,0,0,2
dive,0,0,0,0,2
diver,0,0,0,0,2
diversion,0,1,0,0,1
diversity,0,0,0,0,2
divert,0,1,0,0,1
divide,0,1,1,0,0
divide,0,1,0,0,1
divine,1,0,1,0,4
divine,1,0,1,0,4
divinity,1,0,1,0,4
division,0,1,0,0,1
divorce,0,1,0,0,1
divorce,0,1,0,0,1
divorce,0,1,0,0,1
dizzy,0,1,0,0,1
do,0,0,1,0,2
do,0,0,0,0,2
do,0,0,0,0,2
do,0,0,0,0,2
doctor,0,0,0,0,2
doctor,0,0,0,0,2
doctor,0,0,0,0,2
doctrine,0,0,0,0,2
document,0,0,0,0,2
doer,0,0,0,0,2
dog,0,0,0,0,2
dogma,0,0,0,0,2
dogmatism,0,0,0,0,2
doldrums,0,1,0,0,1
doll,0,0,0,0,2
dollar,0,0,0,0,2
dolly,0,0,0,0,2
domain,0,0,0,0,2
domestic,0,0,0,0,2
dominance,1,0,0,1,4
dominant,0,0,1,1,2
dominate,0,1,1,1,0
dominate,0,1,1,1,0
dominate,0,1,1,1,0
domination,0,1,1,1,0
dominican,0,0,0,0,2
dominicanrepublic,0,0,0,0,2
dominion,0,0,0,0,2
dont,0,0,0,0,2
donate,1,0,0,0,3
donation,1,0,0,0,3
done,0,0,1,0,2
doom,0,1,0,0,1
doom,0,1,0,0,1
doomsday,0,1,0,0,1
door,0,0,0,0,2
door,0,0,0,0,2
doorway,0,0,0,0,2
dope,0,1,0,0,1
dote,1,0,0,0,3
double,0,0,1,0,2
double,0,0,1,0,2
double,0,1,0,0,1
double,0,1,0,0,1
double,0,0,0,0,2
double,0,0,0,0,2
double,0,0,1,0,2
doubt,0,1,0,0,1
doubt,0,1,0,0,1
doubt,0,0,0,0,2
doubt,0,1,0,0,1
doubtful,0,1,0,0,1
doubtless,1,0,1,0,4
down,0,0,0,0,2
downcast,0,1,0,0,1
downfall,0,1,0,0,1
downhearted,0,1,0,0,1
downtown,0,0,0,0,2
dozen,0,0,0,0,2
dr,0,0,0,0,2
dr,0,0,0,0,2
drab,0,1,0,0,1
draft,0,0,0,1,2
draft,0,0,0,0,2
drag,0,1,0,0,1
drain,0,0,0,0,2
drain,0,0,0,0,2
drama,0,0,0,0,2
dramatic,0,0,0,0,2
drank,0,0,0,0,2
drastic,0,0,0,0,2
draw,0,0,0,0,2
draw,0,0,0,0,2
draw,0,0,1,1,2
draw,0,0,0,0,2
draw,0,0,0,0,2
drawn,0,0,0,0,2
dread,0,1,0,0,1
dreadful,0,1,0,0,1
dream,0,0,0,0,2
dream,0,0,0,0,2
dreamer,0,0,0,0,2
dreamer,0,0,0,0,2
dreamland,1,0,0,0,3
dreamt,0,0,0,0,2
dreary,0,1,0,0,1
dress,0,0,0,0,2
dress,0,0,0,0,2
dress,0,0,0,0,2
dress,0,0,0,0,2
dresser,0,0,0,0,2
drew,0,0,0,0,2
drift,0,0,0,0,2
drift,0,0,0,0,2
drifter,0,0,0,0,2
drill,0,0,0,0,2
drill,0,0,0,0,2
drink,0,0,0,0,2
drink,0,0,0,0,2
drink,0,0,0,0,2
drink,0,0,0,0,2
drinker,0,0,0,0,2
drip,0,0,0,0,2
drip,0,0,0,0,2
drive,0,0,0,1,2
drive,0,1,1,0,0
drive,0,0,0,0,2
drive,0,0,0,0,2
drive,0,0,1,1,2
drive,0,0,0,1,2
drivein,0,0,0,0,2
driven,0,0,0,0,2
driver,0,0,0,0,2
driveway,0,0,0,0,2
drizzle,0,0,0,0,2
drizzle,0,0,0,0,2
droop,0,1,0,0,1
drop,0,1,0,0,1
drop,0,0,0,0,2
drop,0,1,0,0,1
drop,0,1,0,0,1
drought,0,1,0,0,1
drove,0,0,0,1,2
drove,0,0,0,0,2
drown,0,1,0,0,1
drown,0,1,0,0,1
drowsiness,0,1,0,0,1
drowsy,0,1,0,0,1
drug,0,0,0,0,2
drum,0,0,0,0,2
drunk,0,1,0,0,1
drunk,0,1,0,0,1
drunk,0,0,0,0,2
drunkard,0,1,0,0,1
drunken,0,1,0,0,1
dry,0,0,0,0,2
dry,0,0,0,0,2
dryer,0,0,0,0,2
dual,0,0,0,0,2
dubious,0,1,0,0,1
duct,0,0,0,0,2
due,0,0,0,0,2
due,0,0,0,0,2
due,0,0,0,0,2
due,0,0,0,0,2
due,0,0,0,0,2
due,0,0,0,0,2
dug,0,0,0,0,2
dull,0,1,0,0,1
dumb,0,1,0,0,1
dump,0,1,0,0,1
dump,0,1,0,0,1
dunce,0,1,0,0,1
dungeon,0,1,0,0,1
duplication,0,0,0,0,2
durability,1,0,1,0,4
durable,1,0,1,0,4
duration,0,0,0,0,2
during,0,0,0,0,2
dusk,0,0,0,0,2
dust,0,0,0,0,2
dusty,0,0,0,0,2
duty,0,1,1,0,0
dwell,0,0,0,0,2
dwelling,0,0,0,0,2
dwindle,0,1,0,0,1
dying,0,1,0,0,1
dying,0,1,0,0,1
dynamic,1,0,1,0,4
dynamism,0,0,0,0,2
dynasty,0,0,0,0,2
each,0,0,0,0,2
each,0,0,0,0,2
each,0,0,0,0,2
eager,1,0,1,0,4
eagerness,1,0,0,0,3
eagle,0,0,0,0,2
ear,0,0,0,0,2
ear,0,0,0,0,2
ear,0,0,0,0,2
earliest,0,0,0,0,2
early,0,0,0,0,2
early,0,0,0,0,2
early,0,0,0,0,2
earn,0,0,1,0,2
earn,0,0,1,0,2
earn,0,0,1,0,2
earner,0,0,1,0,2
earnest,1,0,1,0,4
earnestness,1,0,0,0,3
earth,0,0,0,0,2
earth,0,0,0,0,2
earth,0,0,0,0,2
earthquake,0,0,0,0,2
ease,1,0,0,0,3
ease,1,0,0,0,3
ease,0,0,0,0,2
easiest,0,0,0,0,2
east,0,0,0,0,2
eastgermany,0,0,0,0,2
eastwest,0,0,0,0,2
easter,0,0,0,0,2
eastern,0,0,0,0,2
easterneurope,0,0,0,0,2
easterner,0,0,0,0,2
easy,1,0,0,0,3
easy,1,0,0,0,3
easy,1,0,0,0,3
easy,1,0,0,0,3
eat,0,0,0,0,2
eat,0,0,0,0,2
eaten,0,0,0,0,2
eater,0,0,0,0,2
eccentric,0,1,0,0,1
eccentricity,0,1,0,0,1
ecclesiastical,0,0,0,0,2
echo,0,0,0,0,2
echo,0,0,0,0,2
economic,0,0,0,0,2
economical,0,0,0,0,2
economics,0,0,0,0,2
economist,0,0,0,0,2
economize,1,0,0,0,3
economy,0,0,0,0,2
ecsc,0,0,0,0,2
ecstasy,1,0,0,0,3
ecstatic,1,0,0,0,3
ecuador,0,0,0,0,2
ecumenical,0,0,0,0,2
edc,0,0,0,0,2
edge,0,0,0,0,2
edge,0,0,0,0,2
edge,0,0,0,0,2
edge,0,1,0,0,1
edible,1,0,0,0,3
edinburgh,0,0,0,0,2
edition,0,0,0,0,2
editor,0,0,1,1,2
editorial,0,0,0,0,2
educate,0,0,1,1,2
educated,1,0,0,0,3
educated,0,0,0,1,2
education,1,0,0,0,3
educational,1,0,0,0,3
educator,0,0,0,0,2
eec,0,0,0,0,2
effect,0,0,0,0,2
effect,0,0,1,1,2
effect,0,0,0,0,2
effect,0,0,0,0,2
effect,0,0,0,0,2
effect,0,0,0,0,2
effective,1,0,1,0,4
effectiveness,1,0,1,0,4
efficacy,1,0,1,0,4
efficiency,1,0,1,0,4
efficient,1,0,1,0,4
effort,0,0,0,0,2
efta,0,0,0,0,2
egg,0,0,0,0,2
ego,0,0,0,0,2
egotistical,0,1,0,1,0
egypt,0,0,0,0,2
eight,0,0,0,0,2
eighteen,0,0,0,0,2
eighteenth,0,0,0,0,2
eighth,0,0,0,0,2
eighth,0,0,0,0,2
eighty,0,0,0,0,2
either,0,0,0,0,2
either,0,0,0,0,2
either,0,0,0,0,2
either,0,0,0,0,2
elsalvador,0,0,0,0,2
elaborate,1,0,0,0,3
elaboration,1,0,0,0,3
elapse,0,0,0,0,2
elapse,0,0,0,0,2
elastic,0,0,0,0,2
elasticity,0,0,0,0,2
elate,1,0,0,0,3
elder,0,0,1,1,2
elder,0,0,1,0,2
elderly,0,0,0,0,2
eldest,0,0,0,0,2
elect,0,0,0,1,2
elect,0,0,0,1,2
election,0,0,0,1,2
elector,0,0,0,0,2
electoral,0,0,0,1,2
electric,0,0,0,0,2
electrical,0,0,0,0,2
electricity,0,0,0,0,2
electron,0,0,0,0,2
electronic,0,0,0,0,2
electronics,0,0,0,0,2
elegance,1,0,0,0,3
elegant,1,0,0,0,3
element,0,0,0,0,2
elemental,0,0,0,0,2
elementary,0,0,0,0,2
elephant,0,0,0,0,2
elevate,0,0,1,0,2
elevate,0,0,1,0,2
elevator,0,0,0,0,2
eleven,0,0,0,0,2
eligible,0,0,0,0,2
eliminate,0,1,1,0,0
elimination,0,1,1,0,0
elite,0,0,0,1,2
elitism,0,0,0,0,2
elongated,0,0,0,0,2
eloquent,1,0,0,0,3
else,0,0,0,0,2
else,0,0,0,0,2
elsewhere,0,0,0,0,2
emancipation,0,0,1,1,2
emasculate,0,0,0,0,2
embark,0,0,0,0,2
embarrass,0,1,0,0,1
embarrassed,0,0,0,0,2
embarrassment,0,1,0,0,1
embassy,0,0,0,1,2
embellish,1,0,0,0,3
embitter,0,0,0,0,2
embody,0,0,0,0,2
embrace,1,0,0,0,3
embrace,1,0,0,0,3
emerge,0,0,0,0,2
emerge,0,0,0,0,2
emergency,0,1,0,0,1
eminence,1,0,1,1,4
eminent,1,0,1,1,4
emissary,0,0,0,0,2
emotion,0,0,0,0,2
emotional,0,0,0,0,2
emotional,0,0,0,0,2
empathy,1,0,0,0,3
emperor,0,0,1,1,2
emphasis,0,0,1,0,2
emphasise,0,0,0,0,2
emphasize,0,0,1,0,2
emphatic,0,0,1,0,2
empire,0,0,0,0,2
empirical,0,0,0,0,2
employ,0,0,1,1,2
employee,0,0,0,0,2
employer,0,0,1,1,2
employment,0,0,0,0,2
empower,1,0,1,1,4
empowerment,1,0,1,1,4
empty,0,1,0,0,1
empty,0,1,0,0,1
enable,1,0,1,0,4
enact,0,0,1,0,2
enactment,0,0,1,0,2
enchant,1,0,0,0,3
enchant,1,0,0,0,3
enchantment,1,0,0,0,3
enclose,0,0,1,0,2
enclose,0,0,1,0,2
encompass,0,0,1,0,2
encounter,0,0,0,0,2
encounter,0,0,0,0,2
encourage,1,0,0,0,3
encourage,1,0,0,0,3
encouragement,1,0,0,0,3
encroach,0,1,0,1,0
encroachment,0,1,0,1,0
end,0,0,0,0,2
end,0,0,0,0,2
end,0,0,0,0,2
end,0,0,0,0,2
end,0,0,0,0,2
end,0,0,0,0,2
endanger,0,1,0,0,1
endear,1,0,0,0,3
endeavor,0,0,0,0,2
endless,0,0,1,0,2
endorse,1,0,1,1,4
endow,1,0,0,0,3
endowment,0,0,0,0,2
endurance,1,0,1,0,4
endure,0,0,1,0,2
endure,0,0,1,0,2
